"State","Year","Overweight Adults (%)"
"NC",2014,35.8
"TX",2012,35.8
"MO",2012,35.8
"NV",2014,35.8
"AK",2012,35.8
"HI",2014,35.8
"PA",2011,35.8
"WA",2012,35.8
"ID",2014,35.8
"NM",2011,35.8
"HI",2011,35.8
"VA",2013,35.8
"CO",2011,35.8
"HI",2013,35.8
"LA",2011,35.8
"TX",2012,35.8
"NY",2011,35.8
"KS",2011,35.8
"IL",2013,35.8
"NC",2012,35.8
"MN",2016,35.8
"AZ",2016,35.8
"NJ",2016,35.8
"MI",2016,35.8
"CO",2016,35.8
"VT",2016,35.8
"RI",2016,35.8
"MN",2016,35.8
"CT",2016,35.8
"ID",2016,35.8
"FL",2016,35.8
"FL",2016,35.8
"IA",2016,35.8
"NM",2021,35.8
"ID",2021,35.8
"SD",2021,35.8
"IA",2021,35.8
"AZ",2021,35.8
"MI",2021,35.8
"MD",2021,35.8
"MO",2021,35.8
"GA",2021,35.8
"NE",2021,35.8
"PA",2021,35.8
"MT",2021,35.8
"CA",2021,35.8
"AK",2022,35.8
"CA",2022,35.8
"ID",2022,35.8
"IL",2022,35.8
"MA",2022,35.8
"MD",2022,35.8
"MN",2022,35.8
"NC",2022,35.8
"NH",2022,35.8
"NH",2022,35.8
"SD",2022,35.8
"VA",2022,35.8
"VT",2022,35.8
"WA",2022,35.8
"IN",2016,35.9
"VA",2018,35.9
"GA",2018,35.9
"WI",2018,35.9
"IN",2018,35.9
"VA",2018,35.9
"AL",2018,35.9
"VT",2018,35.9
"CO",2018,35.9
"WV",2016,35.9
"PA",2018,35.9
"SC",2018,35.9
"MT",2018,35.9
"ND",2018,35.9
"IL",2014,35.9
"RI",2018,35.9
"ND",2018,35.9
"OR",2018,35.9
"MN",2018,35.9
"NE",2020,35.9
"MT",2020,35.9
"OH",2020,35.9
"OH",2020,35.9
"NV",2020,35.9
"MN",2020,35.9
"WY",2020,35.9
"CT",2020,35.9
"VA",2020,35.9
"LA",2020,35.9
"NJ",2020,35.9
"CA",2020,35.9
"WA",2020,35.9
"MS",2020,35.9
"NE",2020,35.9
"RI",2020,35.9
"TX",2017,35.9
"WY",2017,35.9
"OR",2017,35.9
"ME",2017,35.9
"RI",2017,35.9
"NY",2017,35.9
"MI",2017,35.9
"WI",2017,35.9
"AZ",2017,35.9
"LA",2011,35.9
"DE",2013,35.9
"SD",2015,35.9
"CA",2014,35.9
"TX",2012,35.9
"UT",2011,35.9
"NE",2014,35.9
"NE",2011,35.9
"CT",2011,35.9
"TX",2012,35.9
"MD",2011,35.9
"KY",2012,35.9
"LA",2014,35.9
"OK",2012,35.9
"SC",2012,35.9
"NM",2015,35.9
"WA",2011,35.9
"SD",2017,35.9
"TX",2017,35.9
"HI",2014,35.9
"NC",2015,35.9
"NE",2017,35.9
"UT",2017,35.9
"HI",2011,35.9
"OH",2015,35.9
"SD",2012,35.9
"MA",2012,35.9
"NY",2013,35.9
"LA",2012,35.9
"NJ",2015,35.9
"NY",2012,35.9
"ND",2014,35.9
"SD",2019,35.9
"WA",2019,35.9
"MI",2014,35.9
"ME",2012,35.9
"NH",2019,35.9
"ND",2014,35.9
"WY",2019,35.9
"WV",2019,35.9
"MA",2019,35.9
"ID",2011,35.9
"WV",2019,35.9
"MA",2013,35.9
"ID",2019,35.9
"WY",2019,35.9
"WA",2013,35.9
"NC",2019,35.9
"ID",2019,35.9
"AK",2014,35.9
"CA",2019,35.9
"GA",2019,35.9
"RI",2019,35.9
"ID",2019,35.9
"DE",2012,35.9
"RI",2011,35.9
"WY",2011,35.9
"MD",2019,35.9
"GA",2011,35.9
"IA",2013,35.9
"IL",2019,35.9
"KY",2019,35.9
"TX",2012,35.9
"ID",2011,35.9
"NY",2012,35.9
"NE",2013,35.9
"WY",2014,35.9
"OK",2013,35.9
"NC",2014,35.9
"TX",2014,35.9
"KY",2012,35.9
"VA",2015,35.9
"NJ",2012,35.9
"NY",2012,35.9
"PA",2012,35.9
"IN",2011,35.9
"NH",2015,35.9
"MT",2015,35.9
"NV",2015,35.9
"VT",2011,35.9
"TN",2014,35.9
"VA",2015,35.9
"ID",2011,35.9
"ID",2015,35.9
"VT",2014,35.9
"CO",2012,35.9
"MD",2013,35.9
"CO",2015,35.9
"MN",2013,35.9
"NY",2013,35.9
"AZ",2014,35.9
"DE",2011,35.9
"NC",2012,35.9
"MO",2015,35.9
"IL",2011,35.9
"NH",2011,35.9
"TX",2012,35.9
"MT",2015,35.9
"FL",2015,35.9
"MN",2014,35.9
"HI",2014,35.9
"RI",2011,35.9
"WA",2012,35.9
"NV",2011,35.9
"CT",2011,35.9
"CO",2015,35.9
"SC",2013,35.9
"KS",2013,35.9
"MT",2013,35.9
"ND",2012,35.9
"NE",2016,35.9
"MI",2016,35.9
"NH",2016,35.9
"MO",2016,35.9
"AL",2016,35.9
"CA",2016,35.9
"WI",2016,35.9
"CT",2016,35.9
"NM",2016,35.9
"PA",2016,35.9
"ME",2016,35.9
"OR",2016,35.9
"WA",2021,35.9
"MN",2021,35.9
"ME",2021,35.9
"DE",2021,35.9
"ID",2021,35.9
"TX",2021,35.9
"ND",2021,35.9
"MO",2021,35.9
"AK",2021,35.9
"RI",2021,35.9
"OK",2021,35.9
"ID",2021,35.9
"KY",2021,35.9
"CO",2022,35.9
"ID",2022,35.9
"LA",2022,35.9
"MD",2022,35.9
"MN",2022,35.9
"MS",2022,35.9
"MT",2022,35.9
"NC",2022,35.9
"OH",2022,35.9
"OR",2022,35.9
"SD",2022,35.9
"VA",2022,35.9
"AK",2018,36
"FL",2018,36
"TN",2018,36
"CO",2018,36
"NJ",2018,36
"KY",2018,36
"CT",2018,36
"NY",2017,36
"MA",2018,36
"MN",2018,36
"NM",2020,36
"NH",2020,36
"NY",2020,36
"WA",2020,36
"UT",2020,36
"TX",2020,36
"HI",2020,36
"WV",2020,36
"MT",2020,36
"SC",2020,36
"IA",2020,36
"TX",2020,36
"NV",2017,36
"WI",2017,36
"TX",2017,36
"ME",2017,36
"SD",2017,36
"AZ",2017,36
"ME",2014,36
"NV",2013,36
"AK",2012,36
"MA",2013,36
"AR",2013,36
"NV",2011,36
"FL",2014,36
"ND",2015,36
"SD",2012,36
"NC",2015,36
"FL",2015,36
"ND",2011,36
"SC",2011,36
"NE",2012,36
"KS",2017,36
"IA",2011,36
"FL",2015,36
"CO",2017,36
"MI",2011,36
"ID",2017,36
"NC",2011,36
"VA",2015,36
"MN",2014,36
"WY",2019,36
"NY",2013,36
"IA",2014,36
"NV",2013,36
"CA",2019,36
"KS",2019,36
"UT",2019,36
"NJ",2011,36
"NH",2014,36
"CO",2019,36
"ME",2019,36
"NM",2013,36
"NY",2019,36
"HI",2014,36
"AL",2011,36
"CT",2019,36
"VA",2011,36
"CO",2019,36
"CT",2019,36
"OK",2015,36
"KY",2019,36
"OH",2015,36
"OH",2011,36
"NM",2014,36
"MN",2012,36
"CA",2013,36
"NV",2014,36
"PA",2011,36
"CO",2013,36
"AR",2011,36
"AL",2013,36
"OR",2012,36
"WI",2015,36
"NE",2014,36
"IL",2012,36
"ME",2013,36
"NY",2013,36
"MO",2011,36
"IA",2014,36
"SC",2014,36
"WI",2015,36
"WI",2012,36
"ND",2011,36
"OH",2014,36
"NH",2013,36
"DE",2011,36
"MA",2015,36
"ME",2012,36
"DE",2014,36
"IA",2013,36
"NY",2011,36
"WI",2012,36
"LA",2013,36
"UT",2012,36
"SC",2014,36
"AZ",2012,36
"OH",2014,36
"OH",2012,36
"KY",2015,36
"UT",2014,36
"NC",2011,36
"HI",2012,36
"NY",2016,36
"OK",2016,36
"MS",2016,36
"NC",2016,36
"CA",2016,36
"ND",2016,36
"NE",2016,36
"AZ",2021,36
"NC",2021,36
"CA",2021,36
"ID",2021,36
"SD",2021,36
"MI",2021,36
"NH",2021,36
"LA",2021,36
"DE",2021,36
"CT",2021,36
"WV",2021,36
"KS",2021,36
"IA",2021,36
"NE",2021,36
"ND",2021,36
"AK",2022,36
"CO",2022,36
"CT",2022,36
"DE",2022,36
"DE",2022,36
"GA",2022,36
"KS",2022,36
"MA",2022,36
"ME",2022,36
"MI",2022,36
"MT",2022,36
"NV",2022,36
"NY",2022,36
"OR",2022,36
"SD",2022,36
"UT",2022,36
"AZ",2018,36.1
"OH",2018,36.1
"IA",2018,36.1
"TX",2018,36.1
"FL",2018,36.1
"ND",2018,36.1
"IL",2018,36.1
"HI",2018,36.1
"WI",2018,36.1
"MT",2018,36.1
"IA",2018,36.1
"NM",2018,36.1
"IL",2018,36.1
"AK",2018,36.1
"CA",2018,36.1
"MA",2020,36.1
"ME",2020,36.1
"SD",2020,36.1
"NM",2016,36.1
"WI",2020,36.1
"WA",2020,36.1
"MT",2020,36.1
"AK",2020,36.1
"MA",2020,36.1
"MO",2020,36.1
"CO",2017,36.1
"NM",2017,36.1
"OR",2017,36.1
"UT",2017,36.1
"CO",2017,36.1
"KY",2017,36.1
"NV",2017,36.1
"NE",2017,36.1
"VA",2017,36.1
"OK",2015,36.1
"WA",2014,36.1
"NM",2011,36.1
"NH",2014,36.1
"CA",2012,36.1
"KY",2012,36.1
"NH",2013,36.1
"IL",2014,36.1
"OK",2012,36.1
"KS",2013,36.1
"CT",2013,36.1
"IL",2011,36.1
"ND",2017,36.1
"WA",2015,36.1
"OK",2013,36.1
"MA",2015,36.1
"IA",2012,36.1
"AK",2019,36.1
"UT",2013,36.1
"TX",2015,36.1
"NY",2019,36.1
"AR",2011,36.1
"MA",2012,36.1
"PA",2019,36.1
"TX",2019,36.1
"AZ",2019,36.1
"PA",2011,36.1
"MS",2013,36.1
"AZ",2014,36.1
"TX",2014,36.1
"KS",2013,36.1
"RI",2012,36.1
"NV",2019,36.1
"IL",2014,36.1
"TX",2014,36.1
"NJ",2015,36.1
"CA",2011,36.1
"CA",2015,36.1
"TX",2014,36.1
"NJ",2014,36.1
"AL",2013,36.1
"CO",2013,36.1
"RI",2013,36.1
"MA",2014,36.1
"MD",2011,36.1
"IA",2014,36.1
"NE",2011,36.1
"ID",2012,36.1
"OR",2013,36.1
"AL",2012,36.1
"CO",2014,36.1
"VT",2014,36.1
"KY",2011,36.1
"CT",2011,36.1
"KS",2014,36.1
"ID",2013,36.1
"AL",2015,36.1
"AL",2011,36.1
"OK",2013,36.1
"MD",2015,36.1
"NY",2013,36.1
"VA",2011,36.1
"WA",2013,36.1
"VA",2013,36.1
"MA",2014,36.1
"NC",2013,36.1
"SC",2014,36.1
"WA",2014,36.1
"IN",2013,36.1
"CA",2012,36.1
"NE",2014,36.1
"CT",2012,36.1
"NM",2011,36.1
"IN",2012,36.1
"WI",2011,36.1
"IA",2016,36.1
"ND",2016,36.1
"NY",2016,36.1
"NY",2016,36.1
"CT",2016,36.1
"ID",2016,36.1
"MA",2016,36.1
"IN",2016,36.1
"CA",2016,36.1
"WA",2016,36.1
"TX",2016,36.1
"LA",2016,36.1
"NC",2016,36.1
"MI",2021,36.1
"SD",2021,36.1
"NM",2021,36.1
"RI",2021,36.1
"NM",2021,36.1
"NY",2021,36.1
"OK",2021,36.1
"NV",2021,36.1
"IN",2021,36.1
"IL",2021,36.1
"KS",2021,36.1
"WA",2021,36.1
"MN",2021,36.1
"AL",2022,36.1
"AR",2022,36.1
"CT",2022,36.1
"KS",2022,36.1
"MA",2022,36.1
"MD",2022,36.1
"MS",2022,36.1
"NH",2022,36.1
"NV",2022,36.1
"PA",2022,36.1
"PA",2022,36.1
"SD",2022,36.1
"VT",2016,36.2
"ME",2018,36.2
"FL",2018,36.2
"MA",2018,36.2
"ME",2018,36.2
"ND",2018,36.2
"WV",2018,36.2
"NY",2018,36.2
"NJ",2018,36.2
"NJ",2018,36.2
"MO",2018,36.2
"CA",2018,36.2
"NE",2018,36.2
"TX",2018,36.2
"NH",2020,36.2
"NM",2020,36.2
"OR",2020,36.2
"NJ",2020,36.2
"MT",2020,36.2
"FL",2020,36.2
"CT",2020,36.2
"VA",2020,36.2
"OK",2020,36.2
"UT",2020,36.2
"AR",2020,36.2
"NH",2020,36.2
"IA",2020,36.2
"FL",2017,36.2
"LA",2017,36.2
"MD",2017,36.2
"HI",2017,36.2
"VA",2017,36.2
"TN",2017,36.2
"UT",2012,36.2
"IL",2013,36.2
"OR",2012,36.2
"OH",2012,36.2
"MD",2013,36.2
"GA",2013,36.2
"MO",2012,36.2
"OH",2011,36.2
"WI",2011,36.2
"MT",2012,36.2
"KS",2012,36.2
"NE",2015,36.2
"OH",2013,36.2
"MD",2012,36.2
"MO",2013,36.2
"NV",2014,36.2
"MA",2012,36.2
"MA",2014,36.2
"IL",2011,36.2
"CA",2015,36.2
"IL",2013,36.2
"ND",2017,36.2
"NE",2017,36.2
"AR",2017,36.2
"PA",2011,36.2
"VA",2017,36.2
"IL",2011,36.2
"KY",2019,36.2
"NE",2011,36.2
"NE",2019,36.2
"VA",2012,36.2
"NM",2019,36.2
"MS",2019,36.2
"GA",2013,36.2
"ME",2015,36.2
"NY",2019,36.2
"ME",2019,36.2
"IA",2019,36.2
"OR",2012,36.2
"OR",2019,36.2
"MA",2019,36.2
"VT",2019,36.2
"NH",2013,36.2
"TX",2019,36.2
"MN",2019,36.2
"NY",2019,36.2
"WI",2014,36.2
"NH",2014,36.2
"TX",2013,36.2
"CA",2012,36.2
"MO",2012,36.2
"NC",2012,36.2
"CO",2013,36.2
"KS",2015,36.2
"MN",2015,36.2
"RI",2012,36.2
"NJ",2014,36.2
"ND",2015,36.2
"FL",2014,36.2
"KY",2015,36.2
"CA",2011,36.2
"IN",2013,36.2
"ND",2013,36.2
"PA",2015,36.2
"VT",2013,36.2
"ND",2012,36.2
"NJ",2014,36.2
"OK",2013,36.2
"MI",2011,36.2
"OK",2012,36.2
"FL",2014,36.2
"NC",2014,36.2
"IN",2012,36.2
"IN",2015,36.2
"NM",2011,36.2
"IN",2012,36.2
"AK",2015,36.2
"LA",2013,36.2
"TN",2011,36.2
"WY",2013,36.2
"IL",2015,36.2
"OH",2011,36.2
"PA",2014,36.2
"KY",2012,36.2
"WV",2011,36.2
"NV",2012,36.2
"PA",2015,36.2
"WA",2015,36.2
"OK",2014,36.2
"AK",2012,36.2
"HI",2012,36.2
"VA",2011,36.2
"AK",2013,36.2
"UT",2013,36.2
"NY",2013,36.2
"NY",2012,36.2
"MD",2012,36.2
"NE",2016,36.2
"MO",2016,36.2
"LA",2016,36.2
"OH",2016,36.2
"ND",2016,36.2
"NJ",2016,36.2
"NY",2016,36.2
"WI",2016,36.2
"IL",2016,36.2
"NH",2016,36.2
"ND",2016,36.2
"VA",2016,36.2
"PA",2021,36.2
"GA",2021,36.2
"MD",2021,36.2
"AK",2021,36.2
"WV",2021,36.2
"WI",2021,36.2
"GA",2021,36.2
"NJ",2021,36.2
"OH",2021,36.2
"WI",2021,36.2
"LA",2021,36.2
"RI",2021,36.2
"NH",2021,36.2
"IL",2021,36.2
"OK",2021,36.2
"AZ",2022,36.2
"CA",2022,36.2
"ID",2022,36.2
"KS",2022,36.2
"MN",2022,36.2
"NM",2022,36.2
"NV",2022,36.2
"OR",2022,36.2
"VT",2022,36.2
"VT",2022,36.2
"VT",2022,36.2
"WI",2022,36.2
"IN",2016,36.3
"NC",2018,36.3
"NJ",2018,36.3
"VA",2015,36.3
"IL",2018,36.3
"OR",2018,36.3
"NE",2018,36.3
"OK",2018,36.3
"WY",2018,36.3
"NM",2018,36.3
"MT",2018,36.3
"TX",2018,36.3
"IN",2018,36.3
"HI",2020,36.3
"NY",2020,36.3
"WY",2017,36.3
"ME",2020,36.3
"VT",2020,36.3
"MS",2020,36.3
"KY",2020,36.3
"IN",2020,36.3
"IL",2020,36.3
"MT",2020,36.3
"TX",2020,36.3
"AZ",2020,36.3
"WA",2017,36.3
"OH",2017,36.3
"NM",2017,36.3
"FL",2017,36.3
"AR",2017,36.3
"ID",2017,36.3
"OR",2017,36.3
"ND",2015,36.3
"CA",2014,36.3
"WV",2011,36.3
"VA",2015,36.3
"TX",2015,36.3
"RI",2011,36.3
"NM",2013,36.3
"NE",2013,36.3
"ME",2017,36.3
"KY",2017,36.3
"GA",2015,36.3
"PA",2017,36.3
"NM",2011,36.3
"IL",2014,36.3
"WY",2013,36.3
"VA",2017,36.3
"MA",2017,36.3
"OR",2013,36.3
"TN",2015,36.3
"IN",2013,36.3
"WY",2015,36.3
"RI",2013,36.3
"NE",2019,36.3
"PA",2019,36.3
"TX",2019,36.3
"OR",2019,36.3
"MN",2013,36.3
"KS",2019,36.3
"LA",2019,36.3
"AR",2019,36.3
"CA",2014,36.3
"FL",2019,36.3
"NV",2019,36.3
"ND",2019,36.3
"MI",2019,36.3
"NC",2019,36.3
"OR",2019,36.3
"VA",2014,36.3
"NJ",2014,36.3
"MI",2012,36.3
"SC",2014,36.3
"NV",2012,36.3
"NJ",2012,36.3
"NH",2014,36.3
"NE",2013,36.3
"IL",2013,36.3
"WY",2011,36.3
"OH",2012,36.3
"NM",2011,36.3
"IA",2015,36.3
"AK",2014,36.3
"HI",2014,36.3
"WY",2011,36.3
"MT",2013,36.3
"MN",2011,36.3
"CT",2012,36.3
"NC",2014,36.3
"ME",2014,36.3
"NC",2011,36.3
"FL",2015,36.3
"MA",2014,36.3
"SD",2011,36.3
"NM",2014,36.3
"RI",2014,36.3
"ID",2013,36.3
"WY",2015,36.3
"MD",2011,36.3
"SD",2012,36.3
"MO",2015,36.3
"CT",2012,36.3
"ME",2015,36.3
"IN",2013,36.3
"IA",2014,36.3
"KY",2016,36.3
"ND",2016,36.3
"TX",2016,36.3
"NV",2016,36.3
"UT",2016,36.3
"CA",2016,36.3
"MD",2016,36.3
"IA",2016,36.3
"FL",2016,36.3
"CT",2021,36.3
"DE",2021,36.3
"NY",2021,36.3
"UT",2021,36.3
"TN",2021,36.3
"NV",2021,36.3
"CO",2021,36.3
"WI",2021,36.3
"AL",2021,36.3
"HI",2021,36.3
"SD",2021,36.3
"VA",2021,36.3
"MA",2021,36.3
"DE",2021,36.3
"NV",2021,36.3
"GA",2022,36.3
"GA",2022,36.3
"IN",2022,36.3
"KS",2022,36.3
"ND",2022,36.3
"NM",2022,36.3
"NV",2022,36.3
"OR",2022,36.3
"TN",2022,36.3
"UT",2022,36.3
"IN",2018,36.4
"CA",2018,36.4
"NV",2018,36.4
"CT",2018,36.4
"NY",2018,36.4
"DE",2018,36.4
"ND",2018,36.4
"OK",2018,36.4
"WA",2018,36.4
"LA",2018,36.4
"AR",2018,36.4
"MT",2018,36.4
"NV",2018,36.4
"CT",2018,36.4
"PA",2013,36.4
"NC",2018,36.4
"WY",2020,36.4
"ID",2020,36.4
"SD",2020,36.4
"NE",2020,36.4
"AZ",2020,36.4
"ME",2020,36.4
"IL",2020,36.4
"NH",2020,36.4
"MA",2020,36.4
"MO",2020,36.4
"AK",2020,36.4
"NJ",2020,36.4
"WI",2020,36.4
"KY",2017,36.4
"WI",2017,36.4
"CT",2017,36.4
"SD",2017,36.4
"AZ",2012,36.4
"AK",2017,36.4
"VA",2017,36.4
"TX",2017,36.4
"MO",2017,36.4
"MN",2017,36.4
"IL",2015,36.4
"WI",2013,36.4
"NY",2013,36.4
"KY",2014,36.4
"NE",2012,36.4
"NM",2014,36.4
"CO",2013,36.4
"UT",2012,36.4
"NE",2011,36.4
"NC",2014,36.4
"IN",2011,36.4
"NE",2014,36.4
"WA",2014,36.4
"LA",2017,36.4
"OH",2013,36.4
"TN",2017,36.4
"TX",2017,36.4
"NE",2017,36.4
"FL",2012,36.4
"NM",2017,36.4
"NE",2012,36.4
"VT",2017,36.4
"NJ",2017,36.4
"VT",2013,36.4
"NV",2012,36.4
"TN",2019,36.4
"AZ",2019,36.4
"DE",2014,36.4
"IL",2019,36.4
"WA",2019,36.4
"NC",2011,36.4
"AR",2019,36.4
"WA",2011,36.4
"MT",2019,36.4
"GA",2019,36.4
"HI",2019,36.4
"AL",2019,36.4
"NV",2011,36.4
"NY",2019,36.4
"ME",2015,36.4
"GA",2011,36.4
"WA",2013,36.4
"AZ",2014,36.4
"AZ",2013,36.4
"CO",2012,36.4
"NH",2015,36.4
"TN",2015,36.4
"FL",2013,36.4
"OK",2014,36.4
"MN",2015,36.4
"MN",2011,36.4
"IL",2012,36.4
"NV",2015,36.4
"NC",2015,36.4
"CA",2012,36.4
"HI",2012,36.4
"IL",2012,36.4
"NJ",2014,36.4
"GA",2014,36.4
"AL",2011,36.4
"ID",2012,36.4
"IL",2012,36.4
"NC",2014,36.4
"NV",2011,36.4
"ME",2014,36.4
"FL",2011,36.4
"CT",2015,36.4
"CO",2015,36.4
"MT",2012,36.4
"OR",2011,36.4
"NH",2014,36.4
"VA",2014,36.4
"NE",2013,36.4
"FL",2014,36.4
"TN",2012,36.4
"TX",2013,36.4
"AK",2014,36.4
"VT",2014,36.4
"MI",2013,36.4
"NY",2014,36.4
"WY",2015,36.4
"CA",2011,36.4
"VA",2011,36.4
"MT",2016,36.4
"NE",2016,36.4
"IA",2016,36.4
"GA",2016,36.4
"SC",2016,36.4
"CO",2016,36.4
"ND",2016,36.4
"LA",2016,36.4
"OK",2016,36.4
"MD",2016,36.4
"IA",2021,36.4
"WA",2021,36.4
"GA",2021,36.4
"IA",2021,36.4
"CO",2021,36.4
"CT",2021,36.4
"MS",2021,36.4
"ME",2021,36.4
"CA",2021,36.4
"KS",2021,36.4
"AK",2022,36.4
"AK",2022,36.4
"FL",2022,36.4
"ME",2022,36.4
"MT",2022,36.4
"NC",2022,36.4
"NC",2022,36.4
"ND",2022,36.4
"ND",2022,36.4
"NE",2022,36.4
"NE",2022,36.4
"NJ",2022,36.4
"OR",2022,36.4
"RI",2022,36.4
"SC",2022,36.4
"SD",2022,36.4
"UT",2022,36.4
"WA",2022,36.4
"NV",2016,36.5
"MT",2018,36.5
"WY",2016,36.5
"CA",2018,36.5
"AZ",2018,36.5
"MT",2018,36.5
"MI",2018,36.5
"CT",2018,36.5
"NC",2018,36.5
"OK",2018,36.5
"WI",2018,36.5
"CT",2018,36.5
"IN",2018,36.5
"MD",2018,36.5
"WI",2018,36.5
"NC",2016,36.5
"SC",2018,36.5
"AZ",2020,36.5
"NE",2020,36.5
"WA",2020,36.5
"AZ",2020,36.5
"MN",2020,36.5
"MN",2020,36.5
"UT",2017,36.5
"MO",2017,36.5
"NC",2017,36.5
"UT",2017,36.5
"FL",2017,36.5
"KS",2014,36.5
"OR",2011,36.5
"NE",2014,36.5
"MO",2015,36.5
"MN",2013,36.5
"ME",2015,36.5
"NE",2011,36.5
"MO",2014,36.5
"MA",2014,36.5
"MI",2012,36.5
"PA",2014,36.5
"WV",2011,36.5
"CT",2013,36.5
"FL",2011,36.5
"AK",2015,36.5
"WV",2014,36.5
"GA",2012,36.5
"NE",2011,36.5
"ME",2012,36.5
"VA",2013,36.5
"WA",2015,36.5
"NM",2017,36.5
"NJ",2012,36.5
"NJ",2013,36.5
"HI",2014,36.5
"AZ",2017,36.5
"LA",2017,36.5
"MN",2017,36.5
"ND",2013,36.5
"CT",2017,36.5
"HI",2017,36.5
"CO",2017,36.5
"MS",2019,36.5
"RI",2015,36.5
"MI",2019,36.5
"NE",2019,36.5
"MN",2014,36.5
"MT",2019,36.5
"FL",2014,36.5
"KS",2011,36.5
"WI",2019,36.5
"IL",2013,36.5
"OR",2019,36.5
"TX",2019,36.5
"OR",2014,36.5
"WA",2019,36.5
"RI",2012,36.5
"MS",2014,36.5
"HI",2015,36.5
"HI",2013,36.5
"TX",2013,36.5
"FL",2011,36.5
"NE",2013,36.5
"NM",2012,36.5
"MN",2014,36.5
"NC",2015,36.5
"IL",2012,36.5
"IL",2013,36.5
"FL",2011,36.5
"VA",2014,36.5
"MA",2014,36.5
"KS",2014,36.5
"ND",2013,36.5
"NC",2012,36.5
"KY",2013,36.5
"MO",2014,36.5
"SC",2013,36.5
"CA",2011,36.5
"ND",2011,36.5
"ME",2012,36.5
"NE",2015,36.5
"MN",2015,36.5
"NJ",2015,36.5
"NE",2014,36.5
"MT",2011,36.5
"LA",2015,36.5
"MO",2011,36.5
"MD",2012,36.5
"DE",2015,36.5
"TN",2011,36.5
"VA",2016,36.5
"NC",2016,36.5
"OK",2016,36.5
"NJ",2016,36.5
"AZ",2016,36.5
"NJ",2016,36.5
"OK",2016,36.5
"AZ",2016,36.5
"MD",2016,36.5
"FL",2016,36.5
"MS",2016,36.5
"VA",2016,36.5
"WA",2021,36.5
"NM",2021,36.5
"LA",2021,36.5
"NJ",2021,36.5
"NJ",2021,36.5
"AK",2022,36.5
"CO",2022,36.5
"CT",2022,36.5
"GA",2022,36.5
"HI",2022,36.5
"HI",2022,36.5
"IL",2022,36.5
"IL",2022,36.5
"KS",2022,36.5
"MA",2022,36.5
"MD",2022,36.5
"MO",2022,36.5
"ND",2022,36.5
"OR",2022,36.5
"RI",2022,36.5
"TX",2022,36.5
"UT",2022,36.5
"WY",2022,36.5
"WY",2022,36.5
"CA",2017,36.6
"KS",2018,36.6
"ND",2018,36.6
"CO",2018,36.6
"WV",2018,36.6
"PA",2016,36.6
"TN",2018,36.6
"NH",2018,36.6
"WI",2018,36.6
"WA",2018,36.6
"IL",2018,36.6
"MS",2018,36.6
"NJ",2018,36.6
"WA",2018,36.6
"MA",2018,36.6
"NC",2020,36.6
"IN",2020,36.6
"AL",2020,36.6
"MD",2020,36.6
"NM",2016,36.6
"PA",2020,36.6
"MN",2020,36.6
"HI",2020,36.6
"MT",2020,36.6
"WY",2020,36.6
"UT",2020,36.6
"PA",2020,36.6
"ME",2020,36.6
"MO",2020,36.6
"WA",2020,36.6
"CO",2015,36.6
"FL",2017,36.6
"NJ",2017,36.6
"ID",2017,36.6
"NE",2017,36.6
"SC",2017,36.6
"AZ",2017,36.6
"PA",2017,36.6
"ND",2013,36.6
"MD",2011,36.6
"TX",2015,36.6
"VA",2012,36.6
"ID",2015,36.6
"WY",2013,36.6
"NY",2013,36.6
"NM",2011,36.6
"SD",2012,36.6
"NE",2012,36.6
"LA",2012,36.6
"DE",2011,36.6
"VA",2011,36.6
"MA",2011,36.6
"TN",2017,36.6
"MA",2014,36.6
"AZ",2014,36.6
"OH",2017,36.6
"MA",2013,36.6
"TN",2017,36.6
"NH",2017,36.6
"AL",2011,36.6
"RI",2013,36.6
"FL",2011,36.6
"NJ",2013,36.6
"OR",2011,36.6
"KY",2019,36.6
"RI",2019,36.6
"IL",2012,36.6
"MD",2019,36.6
"KS",2014,36.6
"NC",2013,36.6
"CO",2019,36.6
"MN",2014,36.6
"ND",2013,36.6
"TX",2019,36.6
"PA",2011,36.6
"NJ",2015,36.6
"AZ",2019,36.6
"MO",2019,36.6
"NY",2019,36.6
"CT",2019,36.6
"MN",2012,36.6
"OR",2019,36.6
"WA",2019,36.6
"AK",2015,36.6
"NY",2013,36.6
"SC",2012,36.6
"TN",2015,36.6
"MI",2019,36.6
"NH",2013,36.6
"NC",2011,36.6
"AK",2019,36.6
"WA",2011,36.6
"CT",2011,36.6
"PA",2013,36.6
"KY",2011,36.6
"CT",2012,36.6
"VT",2012,36.6
"KY",2013,36.6
"AZ",2013,36.6
"MO",2012,36.6
"AZ",2012,36.6
"ND",2013,36.6
"MI",2014,36.6
"GA",2013,36.6
"IN",2014,36.6
"ME",2014,36.6
"MI",2014,36.6
"GA",2012,36.6
"MI",2015,36.6
"NC",2012,36.6
"CT",2015,36.6
"SD",2014,36.6
"IN",2014,36.6
"NM",2014,36.6
"MT",2014,36.6
"ND",2014,36.6
"MD",2012,36.6
"GA",2012,36.6
"OH",2012,36.6
"VA",2012,36.6
"DE",2012,36.6
"CT",2014,36.6
"SC",2011,36.6
"HI",2011,36.6
"WI",2015,36.6
"FL",2013,36.6
"IA",2013,36.6
"ND",2012,36.6
"NJ",2013,36.6
"WV",2013,36.6
"TX",2012,36.6
